ph,turbidity,startFlow,endFlow,flowDiff,flowRatio,phDeviation,clog
6.29,0.62,57.96965372098731,45.472732838596855,21.557694552634658,0.7844230544736535,0.20999999999999996,0
6.84,1.54,50.7143707986543,47.28876792485279,6.754698559510487,0.9324530144048951,0.33999999999999986,0
7.47,2.45,44.36992447451516,32.29020549272741,27.22501587471938,0.7277498412528063,0.9699999999999998,0
6.62,2.34,47.755579939406246,10.31509804243409,78.40022452764221,0.21599775472357796,0.1200000000000001,1
6.88,0.84,46.194319079161154,19.108867249563783,58.63372892926992,0.4136627107073007,0.3799999999999999,1
7.06,3.01,56.54161829456369,50.124767281820745,11.348898751558915,0.8865110124844109,0.5599999999999996,0
7.15,1.94,40.92354978615095,12.128536429933794,70.36294140339153,0.2963705859660846,0.6500000000000004,1
6.39,1.36,42.65748615364691,26.60743303895149,37.625407781614555,0.6237459221838544,0.11000000000000032,0
6.33,0.6,56.07593846897308,50.57256498962775,9.814144229419101,0.901858557705809,0.16999999999999993,0
5.6,0.67,43.345439734664446,18.69127439396654,56.87833712523476,0.43121662874765243,0.9000000000000004,1
7.08,0.82,52.98894310925222,11.702618944378578,77.91497950761124,0.22085020492388768,0.5800000000000001,1
6.5,2.38,41.310692116961604,13.80228438677527,66.58907493561881,0.3341092506438119,0.0,1
5.72,3.22,53.975721994079265,48.35311526307975,10.416918057374522,0.8958308194262548,0.7800000000000002,0
6.89,2.41,42.07142547148044,17.739078196743364,57.83580423542243,0.4216419576457757,0.3899999999999997,1
5.78,2.4,59.10372539909507,39.68409847314258,32.856857659686234,0.6714314234031377,0.7199999999999998,0
6.33,2.23,49.099372426720976,16.734312142056403,65.91746225059852,0.3408253774940149,0.16999999999999993,1
6.39,1.99,47.28086301359277,22.747272639817613,51.88904941672067,0.4811095058327933,0.11000000000000032,1
6.81,0.56,59.32881193599655,42.05595357808675,29.113777596867475,0.7088622240313253,0.3099999999999996,0
7.49,1.23,53.97269643714987,25.745846841178206,52.29838688686097,0.47701613113139035,0.9900000000000002,1
6.24,0.95,50.65916268404435,13.859088737393911,72.64248360394046,0.27357516396059545,0.2599999999999998,1
7.02,2.53,57.242198338545535,22.67289491522578,60.391292484729064,0.39608707515270936,0.5199999999999996,1
6.41,1.71,46.15521590410273,43.072957184791306,6.6780290351484295,0.9332197096485157,0.08999999999999986,0
7.24,1.27,59.22604404522744,51.16541645535811,13.609937519571458,0.8639006248042854,0.7400000000000002,0
6.94,1.58,51.03268069821573,34.7885775454967,31.830785548537676,0.6816921445146232,0.4400000000000004,0
6.86,0.88,53.73630277479948,37.99424194501237,29.29502034362068,0.7070497965637932,0.3600000000000003,0
6.65,2.73,40.22092326177683,31.987999665465487,20.469255622819933,0.7953074437718006,0.15000000000000036,0
5.99,1.97,55.78885551456743,41.37593933316343,25.834758660070626,0.7416524133992937,0.5099999999999998,0
6.89,1.88,58.7891943707136,22.538826035975614,61.66161779008227,0.3833838220991772,0.3899999999999997,1
5.85,0.58,56.73417348790355,36.354394160042006,35.921523263587815,0.6407847673641219,0.6500000000000004,0
7.41,0.93,45.81103398823666,42.52106788552936,7.181601933612964,0.9281839806638703,0.9100000000000001,0
6.99,2.28,40.02114936279781,16.760626523095382,58.12057677015282,0.41879423229847185,0.4900000000000002,1
7.37,2.48,51.35711061919732,32.035034046497756,37.62298217274895,0.6237701782725105,0.8700000000000001,0
7.01,1.65,40.5411652831567,29.608167403681424,26.9676458560443,0.730323541439557,0.5099999999999998,0
6.24,1.49,43.65366732119184,21.527298751679684,50.686162073652,0.49313837926348,0.2599999999999998,1
6.81,1.72,53.78219833385984,50.108420006634056,6.830844482072555,0.9316915551792745,0.3099999999999996,0
7.12,2.99,53.62082677150365,50.586176696719875,5.65946155160091,0.9434053844839909,0.6200000000000001,0
7.15,1.2,48.34214202554169,34.380390891747496,28.88111810688378,0.7111888189311621,0.6500000000000004,0
6.59,1.0,51.84147266706131,31.262401769552387,39.69615413835324,0.6030384586164675,0.08999999999999986,0
6.33,2.51,57.62216372940017,51.267008741882314,11.029011366810769,0.8897098863318923,0.16999999999999993,0
6.81,1.0,57.02213350660149,23.029947045245212,59.612266975982195,0.403877330240178,0.3099999999999996,1
5.87,2.71,51.18355266377807,15.97663344225995,68.78561059016444,0.3121438940983556,0.6299999999999999,1
7.03,2.01,52.41020259147298,36.44465172352366,30.462677262283428,0.6953732273771658,0.5300000000000002,0
6.15,3.38,41.93091230523859,36.6391435339863,12.62020900649751,0.8737979099350249,0.34999999999999964,0
6.98,3.34,59.45143146953231,43.50107281663127,26.829225568900362,0.7317077443109964,0.4800000000000004,0
5.91,2.35,41.4763891028599,9.868221100995049,76.2076176001671,0.23792382399832898,0.5899999999999999,1
6.77,1.57,49.58907151132021,45.2398827776058,8.77045808918116,0.9122954191081885,0.2699999999999996,0
6.51,3.27,41.004157754496944,36.40066461257426,11.226893549393333,0.8877310645060666,0.009999999999999787,0
5.98,0.78,46.01698816599425,21.73331815688504,52.77109818989505,0.47228901810104956,0.5199999999999996,1
7.25,0.58,49.562023987634156,42.81027081212963,13.622835857528951,0.8637716414247105,0.75,0
5.68,3.3,59.45027915712858,38.55337633932761,35.15021815552779,0.6484978184447221,0.8200000000000003,0
7.08,2.82,48.65499900532893,13.50309841096972,72.2472537518893,0.27752746248110693,0.5800000000000001,1
6.45,2.09,40.15044361654027,27.7382243375604,30.914276807309214,0.6908572319269078,0.04999999999999982,0
5.77,0.83,55.05520489752615,22.892269937990022,58.419426500002615,0.41580573499997386,0.7300000000000004,1
7.15,0.97,55.700649432865184,52.12732947195823,6.415221361492031,0.9358477863850797,0.6500000000000004,0
6.25,0.94,40.53827063056381,36.68290646348364,9.510430778399853,0.9048956922160015,0.25,0
6.0,0.64,48.101848665955245,41.25275154145275,14.238739912193928,0.8576126008780607,0.5,0
6.36,2.08,40.05763586392794,34.91343314777156,12.842002792253531,0.8715799720774646,0.13999999999999968,0
7.03,3.24,54.991572401655134,36.51958658054517,33.59057581803933,0.6640942418196066,0.5300000000000002,0
5.64,2.79,58.8645528415459,46.51750387762586,20.975355061570497,0.790246449384295,0.8600000000000003,0
7.31,2.9,52.51100806022036,48.73305598897488,7.194590640714554,0.9280540935928544,0.8099999999999996,0
5.95,0.78,53.22908816707649,38.84770261110061,27.01790703390468,0.7298209296609532,0.5499999999999998,0
5.69,0.51,56.33420525975909,49.15948375836653,12.73599488678265,0.8726400511321735,0.8099999999999996,0
7.32,1.4,49.86018149600625,37.73555010983038,24.317262838578,0.75682737161422,0.8200000000000003,0
5.98,2.22,42.36471464748737,17.892117534318857,57.76646276695734,0.4223353723304266,0.5199999999999996,1
5.73,2.66,49.83719210766684,35.38100846138514,29.006818070831457,0.7099318192916854,0.7699999999999996,0
6.59,1.48,42.25989590318101,8.85891925624318,79.03705376714773,0.20962946232852284,0.08999999999999986,1
7.39,1.8,41.33125158315366,37.32097903683874,9.702760968287434,0.9029723903171256,0.8899999999999997,0
7.15,2.15,59.63098283851299,55.729014547295364,6.543525035944101,0.934564749640559,0.6500000000000004,0
6.5,0.97,52.54348904380123,47.32021483541694,9.940859092988802,0.900591409070112,0.0,0
6.98,3.12,47.30385495633399,42.40788303101708,10.350048489359624,0.8964995151064038,0.4800000000000004,0
5.7,2.02,59.28803330424046,52.768363615947415,10.996603066316817,0.8900339693368318,0.7999999999999998,0
7.04,2.07,48.483862107798046,31.85598042188613,34.2957036899037,0.657042963100963,0.54,0
5.57,2.08,42.60499873461324,36.973538053437736,13.217840273283194,0.867821597267168,0.9299999999999997,0
7.34,0.9,59.27301854263668,53.56984199645478,9.621876338353601,0.903781236616464,0.8399999999999999,0
5.84,2.27,47.839908411953886,10.797677912347709,77.42955981569214,0.22570440184307844,0.6600000000000001,1
6.8,2.67,49.32507552977683,42.21405066515978,14.416652763814275,0.8558334723618573,0.2999999999999998,0
7.19,1.46,40.39940170165742,38.37141233773444,5.019849994065078,0.9498015000593493,0.6900000000000004,0
6.88,1.19,41.42137246233732,14.619256891548943,64.7060055655046,0.352939944344954,0.3799999999999999,1
5.87,0.64,49.348788310680156,13.89724211242668,71.83873690082272,0.28161263099177275,0.6299999999999999,1
6.83,2.63,50.26607842564801,34.645098583497166,31.07658351597271,0.6892341648402729,0.33000000000000007,0
6.16,2.94,51.10312668059814,37.86852569583681,25.897830219820957,0.7410216978017905,0.33999999999999986,0
6.97,2.71,48.5090166515482,44.97865963228899,7.27773363170523,0.9272226636829477,0.46999999999999975,0
5.65,0.82,58.354053185406386,54.423174428094924,6.7362565969873796,0.9326374340301262,0.8499999999999996,0
6.63,0.62,55.100775827776786,36.69950026209366,33.39567417924973,0.6660432582075027,0.1299999999999999,0
6.69,0.84,47.924371695983375,30.194545990968823,36.995426497162654,0.6300457350283735,0.1900000000000004,0
6.46,2.39,56.83863569713277,53.30881685918489,6.210245539243208,0.9378975446075679,0.040000000000000036,0
7.23,1.95,48.28795427978984,18.30788582212998,62.08601897680214,0.3791398102319786,0.7300000000000004,1
6.48,2.93,52.916966773074385,11.606989587668094,78.06565588416521,0.21934344115834795,0.019999999999999574,1
6.19,1.28,55.50000541776255,15.174877722631283,72.65788064630598,0.27342119353694017,0.3099999999999996,1
5.75,3.24,46.42031990562042,21.535622540300405,53.60733707978401,0.4639266292021599,0.75,1
6.32,2.37,47.88802186096113,17.329840717892775,63.81174238474807,0.3618825761525193,0.17999999999999972,1
6.04,2.48,54.50734416521665,35.30731621671326,35.2246623689945,0.647753376310055,0.45999999999999996,0
6.3,3.29,46.75256993300947,22.909632551937072,50.998132113884466,0.4900186788611553,0.20000000000000018,1
6.95,2.42,46.05689059604537,36.266810666347425,21.256493443216858,0.7874350655678314,0.4500000000000002,0
7.19,1.39,55.51477747138301,51.230123490473986,7.71804225121446,0.9228195774878554,0.6900000000000004,0
5.79,0.93,56.84252143191427,14.701340272511121,74.13672035973927,0.2586327964026072,0.71,1
7.18,3.21,40.702820598979926,20.03727058031851,50.77178857521075,0.49228211424789253,0.6799999999999997,1
7.45,0.72,56.34044453217176,26.993235793487173,52.08906138808794,0.4791093861191206,0.9500000000000002,1
7.42,1.91,49.44213251625065,35.28958928948921,28.6244595580698,0.7137554044193021,0.9199999999999999,0
6.02,1.16,55.271048080178424,42.57924985605872,22.96283255875384,0.7703716744124616,0.4800000000000004,0
7.07,1.31,51.52201136505127,24.79534183314811,51.874274361176354,0.48125725638823647,0.5700000000000003,1
5.63,1.32,53.53101035976015,23.325248649192844,56.42666093459972,0.43573339065400285,0.8700000000000001,1
6.54,1.84,55.01932935716438,17.83645445997191,67.58147605874203,0.3241852394125797,0.040000000000000036,1
5.7,0.86,47.50551078394378,32.05981030039488,32.51349207420655,0.6748650792579345,0.7999999999999998,0
6.66,2.02,58.67432765485679,51.40154549945871,12.395169141398876,0.8760483085860112,0.16000000000000014,0
7.47,3.0,40.63577507307085,30.893880837947552,23.973688744968,0.76026311255032,0.9699999999999998,0
7.15,3.32,47.58990053865698,37.314063112232965,21.592475105252664,0.7840752489474734,0.6500000000000004,0
6.46,2.98,54.08337968212049,34.12530188548325,36.90242346898896,0.6309757653101105,0.040000000000000036,0
6.33,1.64,54.55741631099418,27.275234455817174,50.00636705312457,0.49993632946875427,0.16999999999999993,1
5.78,3.44,44.02191365422772,37.88006938164337,13.951788467956591,0.8604821153204341,0.7199999999999998,0
7.47,2.47,47.33710667023298,42.959072970541314,9.248629685355706,0.907513703146443,0.9699999999999998,0
6.58,1.54,55.0339272588939,12.920069954628689,76.52344544875143,0.23476554551248582,0.08000000000000007,1
6.72,0.61,42.710989622443726,10.723273267380604,74.89340948975402,0.25106590510245985,0.21999999999999975,1
5.93,3.06,47.436116506683206,44.99766314332553,5.14049956643083,0.9485950043356917,0.5700000000000003,0
6.74,1.16,42.03283641308739,32.378801077941944,22.967841713721594,0.7703215828627841,0.2400000000000002,0
6.65,2.83,53.69587684313951,49.61156730078336,7.606374609148374,0.9239362539085163,0.15000000000000036,0
6.54,0.92,43.0727689707752,9.46750071749315,78.01975367797498,0.2198024632202502,0.040000000000000036,1
7.24,3.13,44.51886377295593,29.550696325133448,33.62207877577339,0.6637792122422661,0.7400000000000002,0
6.71,2.61,54.45235014351013,42.388377156582976,22.155100661647,0.77844899338353,0.20999999999999996,0
5.57,2.09,59.28813735113532,12.582626635517137,78.7771598203596,0.21222840179640404,0.9299999999999997,1
6.17,2.65,45.61779742897463,11.726285517215198,74.29449430242083,0.2570550569757917,0.33000000000000007,1
7.45,2.81,52.197487644310385,37.435750107549914,28.28055180998644,0.7171944819001356,0.9500000000000002,0
6.19,1.43,48.074902012967655,43.12736805823656,10.291303252987499,0.8970869674701251,0.3099999999999996,0
7.22,2.38,52.2616951881489,21.76768166529348,58.34868810334798,0.4165131189665202,0.7199999999999998,1
7.17,1.73,58.717843605152524,53.83555108858252,8.314836201071902,0.916851637989281,0.6699999999999999,0
5.7,3.37,52.15653047261022,20.524190676326008,60.64885740989961,0.39351142590100385,0.7999999999999998,1
5.71,2.02,50.25464679542567,15.287750543894564,69.57942893096585,0.3042057106903416,0.79,1
6.55,2.74,55.99569708740265,50.17436101180315,10.396041800342411,0.8960395819965759,0.04999999999999982,0
6.55,2.79,56.09486687985722,48.94901063673938,12.738877263801484,0.8726112273619852,0.04999999999999982,0
6.93,2.84,41.93363455140349,36.57038998212628,12.789839532518435,0.8721016046748157,0.4299999999999997,0
5.73,1.46,40.62129357476718,29.1876316258652,28.146966634278364,0.7185303336572164,0.7699999999999996,0
5.76,2.11,52.605390645587576,46.29046636392985,12.004329222080221,0.8799567077791978,0.7400000000000002,0
5.58,1.68,45.3885537052505,19.54230021208984,56.94443066197721,0.4305556933802279,0.9199999999999999,1
6.66,3.39,57.104738024044515,40.70111255981142,28.725506905094612,0.7127449309490539,0.16000000000000014,0
6.13,2.78,53.34334263306432,39.29074352650766,26.3436792913804,0.736563207086196,0.3700000000000001,0
6.83,1.78,48.34558532521296,35.75992272173933,26.032702921708168,0.7396729707829183,0.33000000000000007,0
6.21,1.44,55.77095692255547,50.06707660007832,10.22733092135689,0.8977266907864311,0.29000000000000004,0
5.8,0.56,52.85076597583189,47.26390773029276,10.57100714130415,0.8942899285869585,0.7000000000000002,0
6.11,2.17,55.513211201758764,35.65341352484197,35.774903391442784,0.6422509660855722,0.3899999999999997,0
5.96,0.99,42.09302710342174,19.002402615291846,54.85617470892906,0.4514382529107093,0.54,1
6.59,3.32,45.31921174567857,39.08396030302057,13.758516978734894,0.8624148302126511,0.08999999999999986,0
5.91,1.61,51.484000591172595,22.78489818355397,55.74373024255491,0.44256269757445094,0.5899999999999999,1
5.55,3.42,55.50733104410122,49.982107120538814,9.954043582409957,0.9004595641759005,0.9500000000000002,0
5.65,0.76,46.256067127757944,43.67218730729884,5.586034397006776,0.9441396560299322,0.8499999999999996,0
7.08,1.18,40.547598005703314,34.96125149734328,13.777256318794215,0.8622274368120578,0.5800000000000001,0
7.36,1.63,40.449725720224734,27.166960726316066,32.837713377293255,0.6716228662270675,0.8600000000000003,0
5.86,0.73,58.873901857021416,52.5243343431533,10.785029212584549,0.8921497078741545,0.6399999999999997,0
5.89,0.93,41.6397285427311,10.036633607089074,75.89649606675658,0.24103503933243423,0.6100000000000003,1
6.86,2.09,59.89623474949847,21.186299390000013,64.62832851078771,0.35371671489212286,0.3600000000000003,1
6.44,0.5,55.07420089542332,37.57510512571485,31.77367167421334,0.6822632832578666,0.05999999999999961,0
7.18,3.39,49.55661136220947,32.63969613939072,34.136545574460186,0.6586345442553981,0.6799999999999997,0
7.05,3.11,42.205254294025885,14.752551094667837,65.04570025359129,0.349542997464087,0.5499999999999998,1
6.54,3.49,50.154180012118665,45.580908449130085,9.118425546751135,0.9088157445324886,0.040000000000000036,0
6.04,0.73,49.836198859612004,34.919020825623356,29.932415343333403,0.700675846566666,0.45999999999999996,0
6.22,1.92,45.07970787075144,41.81854015231231,7.234225491853817,0.9276577450814618,0.28000000000000025,0
6.8,2.51,44.108031072033434,39.702358895811365,9.988367354296782,0.9001163264570322,0.2999999999999998,0
7.49,1.71,40.68657279045773,31.49091761630965,22.601203648946196,0.773987963510538,0.9900000000000002,0
6.82,2.49,59.08147780857462,16.31432793598626,72.38673008680476,0.27613269913195243,0.3200000000000003,1
6.35,3.26,58.78593535595092,25.639941030549142,56.384225452400486,0.4361577454759951,0.15000000000000036,1
7.11,1.97,59.03526631919824,55.85098031819281,5.39387081577356,0.9460612918422644,0.6100000000000003,0
6.11,1.47,43.40150711979142,39.47562878845881,9.045488490749609,0.9095451150925039,0.3899999999999997,0
5.64,3.09,49.17347302027472,39.06821863207795,20.55021491776729,0.794497850822327,0.8600000000000003,0
7.38,0.74,47.11241440937605,29.62287031667007,37.12300528844327,0.6287699471155673,0.8799999999999999,0
7.24,3.33,43.38649347145207,15.886496505607592,63.38377399394868,0.3661622600605132,0.7400000000000002,1
6.31,1.23,41.576466606005695,36.42450138407693,12.391541760272057,0.8760845823972794,0.1900000000000004,0
5.61,1.49,53.57766996527067,47.29092418825871,11.733891714751813,0.8826610828524819,0.8899999999999997,0
6.55,0.53,42.351867173389735,15.796021344374557,62.70289269725653,0.3729710730274347,0.04999999999999982,1
7.17,2.02,46.496206680634145,35.99704740810711,22.580679203880045,0.7741932079611996,0.6699999999999999,0
6.66,2.7,43.389998894135,10.389015375078992,76.05665904618571,0.2394334095381429,0.16000000000000014,1
6.53,1.73,51.52298685185006,36.207821336057016,29.72491785041595,0.7027508214958404,0.03000000000000025,0
6.26,1.87,42.514405085164185,28.287742165231176,33.46315887858335,0.6653684112141666,0.2400000000000002,0
6.47,3.42,46.35925328546237,14.48748683620695,68.74952504735441,0.31250474952645596,0.03000000000000025,1
5.71,2.78,58.47289066995451,18.858681732349517,67.74799139177877,0.3225200860822123,0.79,1
6.59,1.84,42.61215505239091,32.56579336792935,23.5762816316371,0.764237183683629,0.08999999999999986,0
6.85,1.59,51.39897898523049,21.517788464764656,58.1357667222382,0.418642332777618,0.34999999999999964,1
6.2,2.64,50.45741096706871,46.777732825839,7.292641597547026,0.9270735840245298,0.2999999999999998,0
6.59,2.16,46.80328946485886,41.72452168769787,10.851305186517406,0.891486948134826,0.08999999999999986,0
6.55,2.23,41.50770531472444,38.0683441449237,8.286078798436158,0.9171392120156384,0.04999999999999982,0
7.41,0.79,44.998746276395266,38.72804951049272,13.9352699459361,0.860647300540639,0.9100000000000001,0
5.67,3.19,45.73861985270607,29.347531560079325,35.83642957616918,0.6416357042383082,0.8300000000000001,0
7.21,1.78,44.345274612269925,30.535959814088386,31.14044262646336,0.6885955737353664,0.71,0
6.19,3.5,40.394713997982244,37.45170008757857,7.285641162233944,0.9271435883776605,0.3099999999999996,0
6.65,2.27,53.37702553572112,16.718136326744485,68.67915332682536,0.3132084667317464,0.15000000000000036,1
6.24,3.16,54.9541944700382,12.01785350329756,78.13114427534761,0.21868855724652397,0.2599999999999998,1
5.91,0.69,44.23211517658945,29.199499980381283,33.985747993721134,0.6601425200627887,0.5899999999999999,0
6.45,0.68,51.80707797978738,21.980397720682646,57.57259707011784,0.4242740292988216,0.04999999999999982,1
6.44,1.17,41.68155009839512,32.20960326672094,22.7245551312615,0.772754448687385,0.05999999999999961,0
5.77,3.19,47.31425063312934,34.04644698516614,28.041876327790998,0.7195812367220901,0.7300000000000004,0
5.69,1.65,50.18404552781825,31.213326087428513,37.80229202500982,0.6219770797499018,0.8099999999999996,0
6.25,2.39,54.41194488884851,20.96557116133414,61.46880762273407,0.3853119237726594,0.25,1
6.74,2.72,52.35907380593861,33.16153830841839,36.66515486632388,0.6333484513367611,0.2400000000000002,0
6.29,2.96,59.91229059224402,51.70624043140586,13.696772531512055,0.8630322746848794,0.20999999999999996,0
6.14,1.4,40.54823724334628,35.67438911319905,12.019876723363602,0.879801232766364,0.3600000000000003,0
6.05,2.47,52.217754306227846,47.12489206176575,9.75312384097431,0.9024687615902569,0.4500000000000002,0
6.93,2.63,45.47235217805568,31.700203719755862,30.286861793232816,0.6971313820676718,0.4299999999999997,0
5.64,2.02,57.37421712054693,54.194323310404755,5.542374205230571,0.9445762579476943,0.8600000000000003,0
6.62,1.73,54.75116573539172,48.254472357991446,11.865853977974293,0.8813414602202571,0.1200000000000001,0
6.89,2.58,49.892246632205755,46.312827703400615,7.174298955089753,0.9282570104491025,0.3899999999999997,0
7.21,2.81,54.365958601295596,19.770025029402998,63.63528660574035,0.3636471339425965,0.71,1
6.61,2.72,46.2163097117546,17.21299659289864,62.75557979368329,0.3724442020631671,0.11000000000000032,1
6.97,2.14,46.84525911401393,16.719223060547467,64.309679620182,0.35690320379818014,0.46999999999999975,1
5.97,1.32,40.698746773417156,36.419385023316025,10.514726101827401,0.894852738981726,0.5300000000000002,0
7.41,3.13,48.0278580055687,13.243267199419709,72.4258633439697,0.2757413665603031,0.9100000000000001,1
7.03,2.98,51.72808474489344,38.429122932091616,25.709364416618357,0.7429063558338165,0.5300000000000002,0
7.02,1.55,58.66098544007458,46.875168163080644,20.091406901157153,0.7990859309884285,0.5199999999999996,0
6.65,3.21,43.39474138975592,14.44858259963828,66.7043007126916,0.3329569928730839,0.15000000000000036,1
6.29,0.94,51.737696939094896,40.05500484984063,22.580618737256543,0.7741938126274346,0.20999999999999996,0
5.9,0.91,47.95271611501878,45.480396912594834,5.155743830013451,0.9484425616998655,0.5999999999999996,0
5.94,2.31,53.904044838224486,17.099956720629773,68.27704345388227,0.31722956546117737,0.5599999999999996,1
6.04,3.3,43.57897162780794,10.116572689397536,76.78565530228781,0.232143446977122,0.45999999999999996,1
5.72,3.3,44.540486241071335,39.42151118222974,11.492858499872687,0.8850714150012732,0.7800000000000002,0
6.42,3.5,57.8985986260363,41.85733587364967,27.70578758908523,0.7229421241091477,0.08000000000000007,0
6.76,1.99,59.175289174102005,55.19944711519348,6.718753916370465,0.9328124608362953,0.2599999999999998,0
6.13,1.53,41.23296100965298,15.50597354894506,62.394227411136015,0.37605772588863995,0.3700000000000001,1
6.43,1.51,54.284363959921095,43.04718870228606,20.700574599955893,0.7929942540004411,0.07000000000000028,0
5.87,3.35,40.71386132868254,36.99132149599903,9.143175594747664,0.9085682440525233,0.6299999999999999,0
6.04,1.05,42.16075536800772,15.171817833329465,64.01435956045016,0.3598564043954984,0.45999999999999996,1
7.32,1.24,43.47664244209832,33.143485531504,23.767145598595604,0.7623285440140439,0.8200000000000003,0
7.05,1.69,54.372947455445136,36.662003699089,32.57308015326745,0.6742691984673255,0.5499999999999998,0
6.76,3.25,54.306651770170454,35.188945448282,35.20324987590088,0.6479675012409911,0.2599999999999998,0
6.63,2.21,58.2172662861766,23.939205955722482,58.87954298979731,0.41120457010202704,0.1299999999999999,1
5.92,2.46,57.585055348423616,52.85594407402976,8.212393381893863,0.9178760661810614,0.5800000000000001,0
6.0,1.1,46.60349979201794,32.7218300252094,29.786753846298335,0.7021324615370166,0.5,0
5.74,3.13,48.18632820171639,34.11839244437949,29.19486975319237,0.7080513024680762,0.7599999999999998,0
6.71,3.02,53.71273282136674,42.007422663227075,21.792430850741102,0.7820756914925889,0.20999999999999996,0
6.69,0.65,52.66761742745583,45.102399399143266,14.364078722058892,0.8563592127794111,0.1900000000000004,0
6.17,2.78,47.76425974145166,16.229868320972212,66.0208942652422,0.339791057347578,0.33000000000000007,1
5.53,3.41,56.596184948131764,25.198005228201495,55.47755515447817,0.44522444845521836,0.9699999999999998,1
6.78,3.46,41.960214531929964,38.90710204077115,7.276208010889751,0.9272379198911025,0.28000000000000025,0
6.02,1.66,47.04773180370905,43.78887770271262,6.9266975814964065,0.9307330241850359,0.4800000000000004,0
5.64,0.58,57.81330911716159,35.734603143106355,38.18965963237223,0.6181034036762777,0.8600000000000003,0
7.02,2.99,56.67107595462931,27.693873791975086,51.13226046008599,0.48867739539914007,0.5199999999999996,1
7.24,2.04,52.467814908834,13.463623980367757,74.33927064856499,0.25660729351435,0.7400000000000002,1
6.77,2.07,53.4888443720573,46.78482372982493,12.53349314410421,0.8746650685589579,0.2699999999999996,0
